Region;Provincia;Municipio;DistritoMunicipal;Seccion;Barrio;SubBarrio;Nombre
10;1;0;0;0;0;0;Distrito Nacional
10;1;1;0;0;0;0;Santo Domingo de Guzman
10;1;1;1;0;0;0;Santo Domingo de Guzman
10;1;1;1;1;0;0;Santo Domingo de Guzman (Zona urbana)
10;1;1;1;1;1;0;Los Peralejos
10;1;1;1;1;1;1;Los Peralejos
10;1;1;1;1;1;2;Los angeles
10;1;1;1;1;1;3;Brisas del Norte
10;1;1;1;1;2;0;Palma Real
10;1;1;1;1;2;1;Palma Real
10;1;1;1;1;2;2;Los Girasoles I
10;1;1;1;1;2;3;Los Girasoles II
10;1;1;1;1;2;4;Los Girasoles III
10;1;1;1;1;2;5;Colinas de Arroyo Hondo
10;1;1;1;1;2;6;Don Panchito
10;1;1;1;1;2;7;Villa Maria
10;1;1;1;1;2;8;Fundacion
10;1;1;1;1;3;0;Arroyo Manzano
10;1;1;1;1;3;1;Arroyo Manzano
10;1;1;1;1;3;2;La Meseta
10;1;1;1;1;3;3;Villa Progreso
10;1;1;1;1;3;4;Cuesta Brava
10;1;1;1;1;3;5;Urbanizacion Arroyo Manzano
10;1;1;1;1;3;6;Buena Vista
10;1;1;1;1;3;7;Puerta de Hierro
10;1;1;1;1;3;8;Madre Vieja
10;1;1;1;1;3;9;Residencial Colina Bella
10;1;1;1;1;3;10;Residencial Irene
10;1;1;1;1;3;11;Residencial San Francisco de Asis
10;1;1;1;1;4;0;Altos de Arroyo Hondo
10;1;1;1;1;4;1;Altos de Arroyo Hondo
10;1;1;1;1;4;2;Ciudad Real
10;1;1;1;1;4;3;Carmen Maria
10;1;1;1;1;4;4;Reparto Miguelina
10;1;1;1;1;4;5;Villa Claudia
10;1;1;1;1;4;6;Villa Isabel
10;1;1;1;1;4;7;Villa Amanda
10;1;1;1;1;4;8;La Ceiba
10;1;1;1;1;4;9;Kilometro XI
10;1;1;1;1;4;10;Residencial Condado
10;1;1;1;1;4;11;Don Honorio
10;1;1;1;1;4;12;Pinos Norte
10;1;1;1;1;4;13;Los Guayuyos
10;1;1;1;1;4;14;El Ducado
10;1;1;1;1;4;15;Las Colinas del Seminario I
10;1;1;1;1;4;16;Las Ochocientas
10;1;1;1;1;4;17;Mirador de Girasoles
10;1;1;1;1;4;18;Residencial Madelaine
10;1;1;1;1;4;19;Residencial Nueva Terraza
10;1;1;1;1;4;20;Residencial Amapola
10;1;1;1;1;4;21;Ciudad Real II
10;1;1;1;1;5;0;Los Rios
10;1;1;1;1;5;1;Los Rios
10;1;1;1;1;5;2;Colinas de Los Rios
10;1;1;1;1;5;3;Residencial Colinas del Seminario
10;1;1;1;1;5;4;Pradera Hermosa
10;1;1;1;1;5;5;Residencial Yuca de Los Rios
10;1;1;1;1;5;6;El Caliche
10;1;1;1;1;5;7;Los Pinos
10;1;1;1;1;5;8;Villa Marina
10;1;1;1;1;5;9;Esperanza
10;1;1;1;1;6;0;Puerto Isabela
10;1;1;1;1;6;1;Puerto Isabela
10;1;1;1;1;6;2;La Goya
10;1;1;1;1;7;0;Honduras del Oeste
10;1;1;1;1;7;1;Honduras del Oeste
10;1;1;1;1;7;2;Aesa
10;1;1;1;1;7;3;Luz Consuelo Sur
10;1;1;1;1;7;4;Atlantida
10;1;1;1;1;7;5;16 de Agosto
10;1;1;1;1;7;6;Los Olmos
10;1;1;1;1;7;7;INVI Sur
10;1;1;1;1;8;0;Honduras del Norte
10;1;1;1;1;8;1;Honduras del Norte
10;1;1;1;1;8;2;Sandra I
10;1;1;1;1;8;3;Sandra II
10;1;1;1;1;8;4;Luz Consuelo Norte
10;1;1;1;1;8;5;Proyecto Jose Contreras
10;1;1;1;1;8;6;Gacela
10;1;1;1;1;9;0;Paseo de Los Indios o Parque Mirador Sur
10;1;1;1;1;9;1;Paseo de Los Indios o Parque Mirador Sur
10;1;1;1;1;9;2;Manresa o Altagracia
10;1;1;1;1;10;0;Los Cacicazgos
10;1;1;1;1;10;1;Los Cacicazgos
10;1;1;1;1;11;0;Renacimiento
10;1;1;1;1;11;1;Renacimiento
10;1;1;1;1;11;2;Urbanizacion Real
10;1;1;1;1;12;0;Los Restauradores
10;1;1;1;1;12;1;Los Restauradores
10;1;1;1;1;12;2;Residencial Rosmil
10;1;1;1;1;12;3;Manganagua
10;1;1;1;1;12;4;Milloncito
10;1;1;1;1;13;0;San Jeronimo
10;1;1;1;1;13;1;San Jeronimo
10;1;1;1;1;13;2;Estancia Nueva
10;1;1;1;1;13;3;Ciudad Moderna
10;1;1;1;1;13;4;Los Pinos
10;1;1;1;1;13;5;Las Praderas
10;1;1;1;1;13;6;Los Laureles
10;1;1;1;1;14;0;Los Jardines
10;1;1;1;1;14;1;Los Jardines
10;1;1;1;1;14;2;Los Proceres
10;1;1;1;1;14;3;Gala
10;1;1;1;1;14;4;Constelacion
10;1;1;1;1;14;5;Country Club
10;1;1;1;1;14;6;La Yaguita
10;1;1;1;1;15;0;Jardin Botanico
10;1;1;1;1;15;1;Jardin Botanico
10;1;1;1;1;16;0;Nuevo Arroyo Hondo
10;1;1;1;1;16;1;Nuevo Arroyo Hondo
10;1;1;1;1;16;2;Perantuen
10;1;1;1;1;16;3;Nuevo Arroyo Hondo III
10;1;1;1;1;16;4;Los Ramirez
10;1;1;1;1;16;5;Los Galindez
10;1;1;1;1;16;6;Cuba
10;1;1;1;1;16;7;Cuesta Hermosa I
10;1;1;1;1;16;8;Lomas de Arroyo Hondo
10;1;1;1;1;16;9;La Puya
10;1;1;1;1;16;10;Azul
10;1;1;1;1;16;11;Colinas de Arroyo Hondo
10;1;1;1;1;16;12;Residencial Karla
10;1;1;1;1;16;13;El Aguacate
10;1;1;1;1;16;14;Altos de Arroyo Hondo II
10;1;1;1;1;16;15;Residencial Sebastian III
10;1;1;1;1;16;16;Residencial Milenium V-IX
10;1;1;1;1;16;17;Residencial Sebastian
10;1;1;1;1;16;18;Residencial La Rama
10;1;1;1;1;16;19;Residencial QD
10;1;1;1;1;16;20;Residencial Riveras del Arroyo
10;1;1;1;1;17;0;Cerros de Arroyo Hondo
10;1;1;1;1;17;1;Cerros de Arroyo Hondo
10;1;1;1;1;17;2;Cuesta Hermosa III
10;1;1;1;1;17;3;Los Totumos
10;1;1;1;1;17;4;Isabel Vilas
10;1;1;1;1;17;5;Cuesta Hermosa II
10;1;1;1;1;18;0;Viejo Arroyo Hondo
10;1;1;1;1;18;1;Viejo Arroyo Hondo
10;1;1;1;1;18;2;San Rafael
10;1;1;1;1;18;3;Puerto Rico
10;1;1;1;1;18;4;El Pino
10;1;1;1;1;18;5;El Cerro
10;1;1;1;1;19;0;Paraiso
10;1;1;1;1;19;1;Paraiso
10;1;1;1;1;19;2;Los Platanitos
10;1;1;1;1;19;3;Churchill
10;1;1;1;1;20;0;Julieta Morales
10;1;1;1;1;20;1;Julieta Morales
10;1;1;1;1;20;2;Los Praditos
10;1;1;1;1;20;3;La Jabilla
10;1;1;1;1;20;4;La Carmelita
10;1;1;1;1;20;5;Urbanizacion Fernandez
10;1;1;1;1;21;0;Los Prados
10;1;1;1;1;21;1;Los Prados
10;1;1;1;1;21;2;La Castellana
10;1;1;1;1;22;0;El Millon
10;1;1;1;1;22;1;El Millon
10;1;1;1;1;23;0;Mirador Norte
10;1;1;1;1;23;1;Mirador Norte
10;1;1;1;1;24;0;Mirador Sur
10;1;1;1;1;24;1;Mirador Sur
10;1;1;1;1;24;2;Los Maestros
10;1;1;1;1;25;0;Buenos Aires Mirador
10;1;1;1;1;25;1;Buenos Aires Mirador
10;1;1;1;1;25;2;Maria Josefina
10;1;1;1;1;25;3;Enriquillo
10;1;1;1;1;25;4;San Gabriel
10;1;1;1;1;25;5;Marien
10;1;1;1;1;25;6;Ofelia
10;1;1;1;1;25;7;Nordesa I
10;1;1;1;1;25;8;Semillero
10;1;1;1;1;25;9;San Miguel
10;1;1;1;1;25;10;Enriquillo
10;1;1;1;1;25;11;Alfimar
10;1;1;1;1;25;12;Enriquillo III
10;1;1;1;1;26;0;Miramar
10;1;1;1;1;26;1;Miramar
10;1;1;1;1;26;2;Velazcasa
10;1;1;1;1;26;3;Gildamar
10;1;1;1;1;26;4;Costa Caribe
10;1;1;1;1;26;5;Beta
10;1;1;1;1;26;6;Solimar
10;1;1;1;1;26;7;Urbanizacion Independencia
10;1;1;1;1;26;8;Nordesa III
10;1;1;1;1;27;0;Tropical Metaldom
10;1;1;1;1;27;1;Tropical Metaldom
10;1;1;1;1;27;2;Villa Diana
10;1;1;1;1;27;3;Dominicanos Ausentes
10;1;1;1;1;27;4;Jardines del Caribe
10;1;1;1;1;28;0;Jardines del Sur
10;1;1;1;1;28;1;Jardines del Sur
10;1;1;1;1;28;2;Alfimar
10;1;1;1;1;28;3;Las Acacias
10;1;1;1;1;28;4;Las Auroras
10;1;1;1;1;28;5;Residencial Kg
10;1;1;1;1;28;6;San Jose
10;1;1;1;1;29;0;Atala
10;1;1;1;1;29;1;Atala
10;1;1;1;1;29;2;Roca del Mar
10;1;1;1;1;29;3;Kg
10;1;1;1;1;29;4;El Portal
10;1;1;1;1;30;0;Bella Vista
10;1;1;1;1;30;1;Bella Vista
10;1;1;1;1;30;2;El Semillero
10;1;1;1;1;30;3;Chichiguao
10;1;1;1;1;30;4;Los Jardines del Embajador
10;1;1;1;1;31;0;Quisqueya
10;1;1;1;1;31;1;Quisqueya
10;1;1;1;1;31;2;Evaristo Morales
10;1;1;1;1;32;0;Piantini
10;1;1;1;1;32;1;Piantini
10;1;1;1;1;32;2;Ensanche Serralles
10;1;1;1;1;33;0;La Julia
10;1;1;1;1;33;1;La Julia
10;1;1;1;1;33;2;Seminario
10;1;1;1;1;33;3;El Manguito
10;1;1;1;1;34;0;Nuestra Senora de La Paz
10;1;1;1;1;34;1;Nuestra Senora de La Paz
10;1;1;1;1;35;0;General Antonio Duverge
10;1;1;1;1;35;1;General Antonio Duverge
10;1;1;1;1;35;2;Honduras
10;1;1;1;1;35;3;Maripili
10;1;1;1;1;36;0;30 de Mayo
10;1;1;1;1;36;1;30 de Mayo
10;1;1;1;1;36;2;Villa Alejandrina II
10;1;1;1;1;36;3;Las Piedras
10;1;1;1;1;37;0;Cacique
10;1;1;1;1;37;1;Brisa del Mar
10;1;1;1;1;37;2;Mar Azul
10;1;1;1;1;37;3;Plaza
10;1;1;1;1;37;4;Cq I
10;1;1;1;1;37;5;Cq 2
10;1;1;1;1;37;6;Cq 3
10;1;1;1;1;37;7;Antillas
10;1;1;1;1;37;8;Costa Brava
10;1;1;1;1;38;0;Centro de Los Heroes
10;1;1;1;1;38;1;Centro de Los Heroes
10;1;1;1;1;39;0;Mata Hambre
10;1;1;1;1;39;1;Mata Hambre
10;1;1;1;1;39;2;La Feria
10;1;1;1;1;40;0;Ciudad Universitaria
10;1;1;1;1;40;1;Ciudad Universitaria
10;1;1;1;1;40;2;La Julia
10;1;1;1;1;41;0;La Esperilla
10;1;1;1;1;41;1;La Esperilla
10;1;1;1;1;41;2;El Vergel
10;1;1;1;1;42;0;Ensanche Naco
10;1;1;1;1;42;1;Ensanche Naco
10;1;1;1;1;42;2;La Yuca
10;1;1;1;1;43;0;Centro Olimpico Juan Pablo Duarte
10;1;1;1;1;43;1;Centro Olimpico Juan Pablo Duarte
10;1;1;1;1;44;0;La Fe
10;1;1;1;1;44;1;La Fe
10;1;1;1;1;44;2;Cachiman
10;1;1;1;1;44;3;Ensanche Kennedy
10;1;1;1;1;45;0;La Agustina
10;1;1;1;1;45;1;La Agustina
10;1;1;1;1;45;2;La Cementera
10;1;1;1;1;45;3;Lanna Gautier
10;1;1;1;1;45;4;La Agustinita
10;1;1;1;1;46;0;Cristo Rey
10;1;1;1;1;46;1;Cristo Rey
10;1;1;1;1;46;2;El Caliche
10;1;1;1;1;46;3;Las Flores
10;1;1;1;1;46;4;Paravel
10;1;1;1;1;46;5;Residencial Ortega y Gasset
10;1;1;1;1;46;6;El Yaquito
10;1;1;1;1;46;7;La 40
10;1;1;1;1;46;8;La Lechuga
10;1;1;1;1;46;9;La Chivera
10;1;1;1;1;47;0;Jardin Zoologico
10;1;1;1;1;47;1;Jardin Zoologico
10;1;1;1;1;48;0;La Zurza
10;1;1;1;1;48;1;La Zurza
10;1;1;1;1;48;2;Residencial Rivera de la Isabela
10;1;1;1;1;48;3;Los Coquitos
10;1;1;1;1;49;0;Villas Agricolas
10;1;1;1;1;49;1;Villas Agricolas
10;1;1;1;1;49;2;Proyecto Habitacional La Zurza
10;1;1;1;1;49;3;La Laguna
10;1;1;1;1;50;0;Villa Juana
10;1;1;1;1;50;1;Villa Juana
10;1;1;1;1;50;2;El Ensanchito
10;1;1;1;1;51;0;Miraflores
10;1;1;1;1;51;1;Miraflores
10;1;1;1;1;52;0;San Juan Bosco
10;1;1;1;1;52;1;San Juan Bosco
10;1;1;1;1;53;0;Gascue
10;1;1;1;1;53;1;Gascue
10;1;1;1;1;53;2;Reparto Aguedita
10;1;1;1;1;53;3;Ensanche Independencia
10;1;1;1;1;53;4;La Primavera
10;1;1;1;1;53;5;Ensanche Lugo
10;1;1;1;1;54;0;Ciudad Nueva
10;1;1;1;1;54;1;Ciudad Nueva
10;1;1;1;1;55;0;San Carlos
10;1;1;1;1;55;1;San Carlos
10;1;1;1;1;56;0;Villa Consuelo
10;1;1;1;1;56;1;Villa Consuelo
10;1;1;1;1;56;2;Villa Maria
10;1;1;1;1;57;0;Ensanche Luperon
10;1;1;1;1;57;1;Ensanche Luperon
10;1;1;1;1;57;2;Libertad
10;1;1;1;1;57;3;Villa Colores
10;1;1;1;1;58;0;Ensanche Capotillo
10;1;1;1;1;58;1;Ensanche Capotillo
10;1;1;1;1;58;2;Los Manguitos
10;1;1;1;1;58;3;La Caridad
10;1;1;1;1;59;0;Simon Bolivar
10;1;1;1;1;59;1;Simon Bolivar
10;1;1;1;1;59;2;Las Canitas
10;1;1;1;1;60;0;24 de Abril
10;1;1;1;1;60;1;24 de Abril
10;1;1;1;1;60;2;Las Canitas
10;1;1;1;1;61;0;Ensanche Espaillat
10;1;1;1;1;61;1;Ensanche Espaillat
10;1;1;1;1;62;0;Maria Auxiliadora
10;1;1;1;1;62;1;Maria Auxiliadora
10;1;1;1;1;62;2;27 de Febrero
10;1;1;1;1;62;3;Domingo Savio
10;1;1;1;1;62;4;Guachupita
10;1;1;1;1;62;5;San Martin de Porres
10;1;1;1;1;62;6;Loma del Chivo
10;1;1;1;1;63;0;Mejoramiento Social
10;1;1;1;1;63;1;Mejoramiento Social
10;1;1;1;1;63;2;Villa Fontana
10;1;1;1;1;63;3;Samana
10;1;1;1;1;63;4;La Fuente
10;1;1;1;1;63;5;Villa Maria
10;1;1;1;1;64;0;Villa Francisca
10;1;1;1;1;64;1;Villa Francisca
10;1;1;1;1;64;2;Borojol
10;1;1;1;1;65;0;Ciudad Colonial
10;1;1;1;1;65;1;Ciudad Colonial
10;1;1;1;1;65;2;San Miguel
10;1;1;1;1;65;3;Santa Barbara
10;1;1;1;1;65;4;San Lazaro
10;1;1;1;1;65;5;La Atarazana
10;1;1;1;1;66;0;Domingo Savio
10;1;1;1;1;66;1;Los Guandules
10;1;1;1;1;66;2;La Cienaga
10;1;1;1;1;66;3;Guachupita
10;1;1;1;1;67;0;Gualey
10;1;1;1;1;67;1;Gualey
10;1;1;1;1;68;0;La Isabela
10;1;1;1;1;68;1;La Isabela
10;1;1;1;1;69;0;La Hondonada
10;1;1;1;1;69;1;La Hondonada
10;1;1;1;1;70;0;San Diego
10;1;1;1;1;70;1;San Diego
5;2;0;0;0;0;0;Azua
5;2;1;0;0;0;0;Azua
5;2;1;1;0;0;0;Azua
5;2;1;1;1;0;0;Azua de Compostela (Zona urbana)
5;2;1;1;1;1;0;Los Cartones
5;2;1;1;1;1;1;Los Cartones
5;2;1;1;1;1;2;Villa Palmarejo
5;2;1;1;1;1;3;La Bomba
5;2;1;1;1;2;0;Simon Striddels
5;2;1;1;1;2;1;Simon Striddels
5;2;1;1;1;3;0;La Bombita
5;2;1;1;1;3;1;La Bombita
5;2;1;1;1;3;2;Los Solares
5;2;1;1;1;3;3;Villa Esperanza
5;2;1;1;1;3;4;Los Acostados
5;2;1;1;1;3;5;Canta La Rana
5;2;1;1;1;3;6;San Miguel
5;2;1;1;1;4;0;Villa Esperanza
5;2;1;1;1;4;1;Villa Esperanza
5;2;1;1;1;4;2;Camboya
5;2;1;1;1;4;3;Restaurador
5;2;1;1;1;4;4;Militar (La Cuchilla)
5;2;1;1;1;4;5;Resoli
5;2;1;1;1;5;0;Centro de la Ciudad
5;2;1;1;1;5;1;Centro de la Ciudad
5;2;1;1;1;6;0;Pueblo Abajo
5;2;1;1;1;6;1;Pueblo Abajo
5;2;1;1;1;7;0;Savica
5;2;1;1;1;7;1;Savica
5;2;1;1;1;7;2;Urbanizacion Framboyan
5;2;1;1;1;8;0;Los Mangos
5;2;1;1;1;8;1;Los Mangos
5;2;1;1;1;9;0;Buenos Aires
5;2;1;1;1;9;1;Buenos Aires
5;2;1;1;1;9;2;Canada del Concon o Altos del Cacheo
5;2;1;1;1;10;0;Los Parceleros
5;2;1;1;1;10;1;Los Parceleros
5;2;1;1;1;11;0;Mejoramiento Social
5;2;1;1;1;11;1;Mejoramiento Social
5;2;1;1;1;11;2;La Colonia Espanola
5;2;1;1;1;12;0;Pajarito
5;2;1;1;1;12;1;Pajarito
5;2;1;1;1;13;0;La Nevera
5;2;1;1;1;13;1;La Nevera
5;2;1;1;1;14;0;La Frontera
5;2;1;1;1;14;1;La Frontera
5;2;1;1;1;15;0;El Prado
5;2;1;1;1;15;1;El Prado
5;2;1;1;1;16;0;Alto de las Flores
5;2;1;1;1;16;1;Alto de las Flores
5;2;1;1;1;17;0;Urbanizacion Quisqueya
5;2;1;1;1;17;1;Urbanizacion Quisqueya I
5;2;1;1;1;17;2;Urbanizacion Quisqueya II
5;2;1;1;1;18;0;Juan Pablo Duarte
5;2;1;1;1;18;1;Juan Pablo Duarte
5;2;1;1;1;19;0;Acapulco
5;2;1;1;1;19;1;Acapulco
5;2;1;2;0;0;0;Barro Arriba (DM)
5;2;1;2;1;0;0;Barro Arriba (Zona urbana)
5;2;1;2;1;1;0;La Sabana
5;2;1;2;1;1;1;La Sabana
5;2;1;2;1;2;0;La Golondrina
5;2;1;2;1;2;1;La Golondrina
5;2;1;2;2;0;0;Villa Corazon de Jesus
5;2;1;2;2;1;0;Los Lirios
5;2;1;2;2;2;0;El Higuerito
5;2;1;2;3;0;0;Barro en Medio
5;2;1;2;3;1;0;Aguaelico
5;2;1;2;3;2;0;Barro en Medio
5;2;1;2;3;3;0;Los Conuquitos
5;2;1;2;3;4;0;La Golondrina
5;2;1;2;3;5;0;Gurabo
5;2;1;2;4;0;0;El Puerto
5;2;1;2;4;1;0;El Prado
5;2;1;2;4;2;0;La Vereda
5;2;1;2;4;3;0;Barro Arriba
5;2;1;2;4;4;0;La Sabana
5;2;1;2;4;5;0;Los Magalenos
5;2;1;3;0;0;0;Las Barias-La Estancia (DM)
5;2;1;3;1;0;0;Las Barias-La Estancia (Zona urbana)
5;2;1;3;1;1;0;Las Barias
5;2;1;3;1;1;1;Las Barias
5;2;1;3;1;2;0;La Estancia
5;2;1;3;1;2;1;La Estancia
5;2;1;3;1;2;2;La Cu
5;2;1;3;1;2;3;Urbanizacion Nueva
5;2;1;3;2;0;0;La Ceiba Vieja
5;2;1;3;2;1;0;La Ceiba Vieja
5;2;1;3;3;0;0;La Ceiba Nueva
5;2;1;3;3;1;0;La Ceiba Nueva
5;2;1;4;0;0;0;Los Jovillos (DM)
5;2;1;4;1;0;0;Los Jovillos (Zona urbana)
5;2;1;4;1;1;0;Los Jovillos
5;2;1;4;1;1;1;Los Jovillos
5;2;1;4;1;2;0;6to (Kilometro 6)
5;2;1;4;1;2;1;6to (Kilometro 6)
5;2;1;4;1;3;0;Los Espanoles
5;2;1;4;1;3;1;Los Espanoles
5;2;1;4;1;4;0;Kilometro 7
5;2;1;4;1;4;1;Kilometro 7
5;2;1;4;2;0;0;La Altagracia
5;2;1;4;2;1;0;La Altagracia
5;2;1;4;2;2;0;Betania
5;2;1;4;2;3;0;Cana Piedra (Canada de Piedra)
5;2;1;4;2;4;0;Jura
5;2;1;4;2;5;0;Maleno La Mina
5;2;1;4;2;6;0;Arroyo Copey
5;2;1;4;3;0;0;Kilometro 7
5;2;1;4;3;1;0;Kilometro 8
5;2;1;4;3;2;0;Los Jovillos
5;2;1;5;0;0;0;Puerto Viejo (DM)
5;2;1;5;1;0;0;Puerto Viejo (Zona urbana)
5;2;1;5;1;1;0;Los Negros
5;2;1;5;1;1;1;Los Negros
5;2;1;5;1;1;2;INVI-Villa Progreso
5;2;1;5;2;0;0;Rancheria
5;2;1;5;2;1;0;Rancheria
5;2;1;5;2;2;0;El Puerto
5;2;1;5;2;3;0;Palmar de Buena Vista
5;2;1;5;2;4;0;Los Negros
5;2;1;6;0;0;0;Barreras (DM)
5;2;1;6;1;0;0;Barreras (Zona urbana)
5;2;1;6;1;1;0;Barreras
5;2;1;6;1;1;1;Barreras
5;2;1;6;1;1;2;El 84
5;2;1;6;2;0;0;Mordan
5;2;1;6;2;1;0;Mordan
5;2;1;6;2;2;0;El Alto
5;2;1;7;0;0;0;Dona Emma Balaguer Viuda Vallejo (DM)
5;2;1;7;1;0;0;Dona Emma Balaguer Viuda Vallejo (Zona urbana)
5;2;1;7;1;1;0;Dona Emma Balaguer Viuda Vallejo
5;2;1;7;1;1;1;Dona Emma Balaguer Viuda Vallejo
5;2;1;7;2;0;0;Monte Rio
5;2;1;7;2;1;0;Monte Rio
5;2;1;8;0;0;0;Clavellina (DM)
5;2;1;8;1;0;0;Clavellina (Zona urbana)
5;2;1;8;1;1;0;Centro del Pueblo
5;2;1;8;1;1;1;Centro del Pueblo
5;2;1;8;1;1;2;El Corbano
5;2;1;8;2;0;0;Clavellina
5;2;1;8;2;1;0;Terreros
5;2;1;8;2;2;0;Guazabara
5;2;1;8;2;3;0;Palmarejo
5;2;1;8;3;0;0;Los Tramojos
5;2;1;8;3;1;0;Los Tramojos
5;2;1;8;4;0;0;Los Barrancones
5;2;1;8;4;1;0;Los Barrancones
5;2;1;9;0;0;0;Las Lomas (DM)
5;2;1;9;1;0;0;Las Lomas (Zona urbana)
5;2;1;9;1;1;0;Las Lomas
5;2;1;9;1;1;1;Las Lomas
5;2;1;9;1;1;2;Los Cocos
5;2;1;9;1;1;3;La 40 (La Cuarenta)
5;2;1;9;1;1;4;Las Clavellinas
5;2;1;9;2;0;0;La Cabuyita
5;2;1;9;2;1;0;Canetin
5;2;1;9;2;2;0;Cerro de los Cacheos
5;2;1;9;2;3;0;El Cachon
5;2;1;9;2;4;0;El Cano
5;2;1;9;2;5;0;Rio Via
5;2;1;9;2;6;0;Gajo del Toro
5;2;1;9;2;7;0;El Papayo
5;2;1;9;2;8;0;Tito Mina
5;2;1;9;2;9;0;Gajo Irabon
5;2;1;9;2;10;0;Gajo Largo
5;2;1;9;2;11;0;Loma Agua Fria
5;2;1;9;2;12;0;Gajo de Majagua
5;2;1;9;2;13;0;Ganzu
5;2;1;9;2;14;0;Kilometro 2 y Medio
5;2;1;9;2;15;0;Las Canitas
5;2;1;9;2;16;0;La Cuarenta
5;2;1;9;2;17;0;La Cueva
5;2;1;9;2;18;0;Rancho Arriba
5;2;1;9;2;19;0;La Cruz de los Calabozos
5;2;1;9;2;20;0;La Guajaca
5;2;1;9;2;21;0;Penalo
5;2;1;9;2;22;0;La Llanada
5;2;1;9;2;23;0;La Mina
5;2;1;9;2;24;0;Las Yayitas
5;2;1;9;2;25;0;Loma Arroyo Guayabo
5;2;1;9;2;26;0;Los Cacaos
5;2;1;9;2;27;0;Los Candelones
5;2;1;9;2;28;0;Los Cocos
5;2;1;9;2;29;0;Los Lazos
5;2;1;9;2;30;0;Los Palmaritos
5;2;1;9;2;31;0;Los Paniagua
5;2;1;9;2;32;0;Los Tablones
5;2;1;9;2;33;0;Canada Majagua
5;2;1;9;2;34;0;Monte Grande
5;2;2;0;0;0;0;Las Charcas
5;2;2;1;0;0;0;Las Charcas
5;2;2;1;1;0;0;Las Charcas (Zona urbana)
5;2;2;1;1;1;0;Las Charcas
5;2;2;1;1;1;1;Pueblo Nuevo
5;2;2;1;1;1;2;El Naco
5;2;2;1;1;1;3;Pueblo Nuevo Abajo
5;2;2;1;1;1;4;Los Meniseros
5;2;2;1;2;0;0;Hatillo
5;2;2;1;2;1;0;Hatillo
5;2;2;1;2;2;0;Playa Chiquita
5;2;2;1;2;3;0;La Cienaguita
5;2;2;1;2;4;0;Arroyo Hatillo
5;2;2;1;2;5;0;La Delicia
5;2;2;1;2;6;0;Cana Rafe
5;2;2;1;2;7;0;Loma Vieja
5;2;2;1;3;0;0;Canada Cimarrona
5;2;2;1;3;1;0;Canada Cimarrona
5;2;2;1;3;2;0;Barranca
5;2;2;1;3;3;0;Las Baitoas
5;2;2;1;3;4;0;Los Naranjos
5;2;2;1;3;5;0;Los Limones
5;2;2;1;3;6;0;La Palma
5;2;2;1;3;7;0;Los Barrancos
5;2;2;1;3;8;0;La Penita
5;2;2;1;3;9;0;Los Guanabanos
5;2;2;1;3;10;0;Arroyo Naranjo
5;2;2;1;4;0;0;Boqueron
5;2;2;1;4;1;0;Monte La Guardia
5;2;2;1;4;2;0;El Numero
5;2;2;1;4;3;0;Boqueron
5;2;2;1;4;4;0;Los Ciruelos
5;2;2;1;5;0;0;Caracoles
5;2;2;1;5;1;0;Caracoles
5;2;2;1;5;2;0;El Salado
5;2;2;1;5;3;0;La Acequia
5;2;2;1;5;4;0;Boca Cachon
5;2;2;1;5;5;0;Las Tejas
5;2;2;1;5;6;0;El Cruce
5;2;2;1;5;7;0;Los Algodones
5;2;2;2;0;0;0;Palmar de Ocoa (DM)
5;2;2;2;1;0;0;Palmar de Ocoa (Zona urbana)
5;2;2;2;1;1;0;Palmar de Ocoa
5;2;2;2;1;1;1;Residencial Norte
5;2;2;2;1;1;2;Enriquillo
5;2;2;2;1;1;3;Residencial Sur
5;2;2;2;1;1;4;La Pulla
5;2;2;2;1;1;5;Residencial Arturo Gigante
5;2;2;2;2;0;0;Duverge
5;2;2;2;2;1;0;El Golfo
5;2;2;2;2;2;0;El Batey
5;2;2;2;2;3;0;Duverge
5;2;2;2;2;4;0;Las Paredes o Los Paredones
5;2;2;2;2;5;0;Palmar de Ocoa
5;2;3;0;0;0;0;Las Yayas de Viajama
5;2;3;1;0;0;0;Las Yayas de Viajama
5;2;3;1;1;0;0;Las Yayas de Viajama (Zona urbana)
5;2;3;1;1;1;0;Las Yayas Abajo
5;2;3;1;1;1;1;Las Yayas Abajo
5;2;3;1;1;2;0;La Ceiba
5;2;3;1;1;2;1;La Ceiba
5;2;3;1;1;3;0;Los Candelones
5;2;3;1;1;3;1;Los Candelones
5;2;3;1;1;4;0;La Cueva
5;2;3;1;1;4;1;La Cueva
5;2;3;1;1;5;0;Las Yayas Arriba
5;2;3;1;1;5;1;Las Yayas Arriba
5;2;3;1;1;6;0;San Joaquin
5;2;3;1;1;6;1;San Joaquin
5;2;3;1;1;7;0;Vietnam
5;2;3;1;1;7;1;Vietnam
5;2;3;1;1;8;0;La Tunita
5;2;3;1;1;8;1;La Tunita
5;2;3;1;1;9;0;Blanco
5;2;3;1;1;9;1;Blanco
5;2;3;1;2;0;0;Viajama
5;2;3;1;2;1;0;Viajama
5;2;3;1;2;2;0;Los Gajos
5;2;3;1;2;3;0;La Pocilga
5;2;3;1;2;4;0;Agua Amarga
5;2;3;1;2;5;0;Los Naranjos (Pozo del Naranjo)
5;2;3;2;0;0;0;Villarpando (DM)
5;2;3;2;1;0;0;Villarpando (Zona urbana)
